"year","code","name","K_AMD","pct_growth","pct_growth_text","pct_part","pct_part_text"
2024,"1004","Ոռոգման համակարգի առողջացում",34640601.30000001,0.11342083246343537,"11.3%",0.011480814727628328,"1.1%"
2019,"1005","Պարգևավճարներ և պատվովճարներ",12070522.699999997,NA,NA,0.007324065769412287,"0.7%"
2020,"1005","Պարգևավճարներ և պատվովճարներ",11563584.6,-0.04199802383040119,"-4.2%",0.006231396534821672,"0.6%"
2021,"1005","Պարգևավճարներ և պատվովճարներ",11261294.5,-0.0261415564858668,"-2.6%",0.006084300149192844,"0.6%"
2022,"1005","Պարգևավճարներ և պատվովճարներ",10989340.199999997,-0.024149470560422936,"-2.4%",0.0050316565945869255,"0.5%"
2023,"1005","Պարգևավճարներ և պատվովճարներ",11034316,0.004092675190818351,"0.4%",0.004258753509396796,"0.4%"
2024,"1005","Պարգևավճարներ և պատվովճարներ",10778300,-0.02320180063721211,"-2.3%",0.003572214705718644,"0.4%"
2019,"1006","Պետական պարտքի կառավարում",158125278.2,NA,NA,0.09594612976813466,"9.6%"
2020,"1006","Պետական պարտքի կառավարում",168184641.55,0.06361641518996564,"6.4%",0.0906315151242025,"9.1%"
2021,"1006","Պետական պարտքի կառավարում",195159513.5,0.16038843797743896,"16.0%",0.10544161304941034,"10.5%"
2022,"1006","Պետական պարտքի կառավարում",213921425.5,0.09613629212085528,"9.6%",0.09794756843914168,"9.8%"
2023,"1006","Պետական պարտքի կառավարում",272994148.2,0.2761421515490041,"27.6%",0.10536355735068119,"10.5%"
2024,"1006","Պետական պարտքի կառավարում",322225518.2,0.18033855423132472,"18.0%",0.10679408948274315,"10.7%"
2019,"1007","Հեռուստատեսության և ռադիոյի բնագավառի կանոնակարգում",315929.4,NA,NA,1.9169739054390435e-4,"0.0%"
2020,"1007","Հեռուստատեսության և ռադիոյի բնագավառի կանոնակարգում",313965.9,-0.0062149961352124805,"-0.6%",1.691902717875362e-4,"0.0%"
2021,"1007","Հեռուստատեսության և ռադիոյի բնագավառի կանոնակարգում",330380.9,0.05228274790351439,"5.2%",1.7849959959403123e-4,"0.0%"
2022,"1007","Տեսալսողական  մեդիայի ոլորտի կանոնակարգում",337386.9,0.021205826365870317,"2.1%",1.5447833895543975e-4,"0.0%"
2023,"1007","Տեսալսողական  մեդիայի ոլորտի կարգավորում",374086.4,0.10877571120870422,"10.9%",1.4438065475174118e-4,"0.0%"
2024,"1007","Տեսալսողական  մեդիայի ոլորտի կարգավորում",368166.4,-0.01582522112538709,"-1.6%",1.2202011710858787e-4,"0.0%"
2019,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",600598.0999999999,NA,NA,3.644266362536278e-4,"0.0%"
2020,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",604407.1,0.006342011404964598,"0.6%",3.257035286931369e-4,"0.0%"
2021,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",580983.9,-0.038754011989600934,"-3.9%",3.138964556382608e-4,"0.0%"
2022,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",482695.4,-0.16917594446248851,"-16.9%",2.2101031075430483e-4,"0.0%"
2023,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",542315.9,0.12351578241682026,"12.4%",2.0930973359170447e-4,"0.0%"
2024,"1009","ՀՀ Արարատի մարզում տարածքային պետական կառավարում",533390.3,-0.016458304099142174,"-1.6%",1.7677970306520318e-4,"0.0%"
2019,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",616219.1999999997,NA,NA,3.7390509602161823e-4,"0.0%"
2020,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",606455.8,-0.015844037316590676,"-1.6%",3.2680753428677344e-4,"0.0%"
2021,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",588115.0999999999,-0.030242434815530128,"-3.0%",3.17749330742799e-4,"0.0%"
2022,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",500065.1,-0.14971559138678792,"-15.0%",2.2896332376149122e-4,"0.0%"
2023,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",564707.9,0.12926876920624952,"12.9%",2.1795204622643535e-4,"0.0%"
2024,"1010","ՀՀ Արմավիրի մարզում տարածքային պետական կառավարում",555043.1999999997,-0.017114511767942875,"-1.7%",1.8395604885270713e-4,"0.0%"
2019,"1011","Անապահով սոցիալական խմբերին աջակցություն",38597296.2,NA,NA,0.0234197924080195,"2.3%"
2020,"1011","Անապահով սոցիալական խմբերին աջակցություն",38689485.7,0.002388496321667155,"0.2%",0.020849030423058666,"2.1%"
2021,"1011","Անապահով սոցիալական խմբերին աջակցություն",37692294.400000006,-0.025774219583383995,"-2.6%",0.020364553332775433,"2.0%"
2022,"1011","Անապահով սոցիալական խմբերին աջակցություն",30921306.9,-0.17963850722762065,"-18.0%",0.014157847054059827,"1.4%"
2023,"1011","Անապահով սոցիալական խմբերին աջակցություն",33408727.3,0.08044357271328662,"8.0%",0.012894277690919451,"1.3%"
2024,"1011","Անապահով սոցիալական խմբերին աջակցություն",30397202.1,-0.09014187140256613,"-9.0%",0.010074439601265658,"1.0%"
2019,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",3991159.8,NA,NA,0.0024217275090692133,"0.2%"
2020,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",5200000,0.3028794286813572,"30.3%",0.002802181425738235,"0.3%"
2021,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",4645431.100000001,-0.10664786538461524,"-10.7%",0.00250985329748681,"0.3%"
2022,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",4399520.2,-0.052936077342746635,"-5.3%",0.0020143952616325767,"0.2%"
2023,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",4417976.300000001,0.004195025630294946,"0.4%",0.001705141675483725,"0.2%"
2024,"1012","Անշարժ գույքի կադաստրի վարման բնագավառում պետական քաղաքականության իրականացում",4497483.5,0.017996293914025685,"1.8%",0.0014905854074786335,"0.1%"
2019,"1013","Փորձաքննության ծառայություններ",284359,NA,NA,1.725413281501313e-4,"0.0%"
2020,"1013","Փորձաքննության ծառայություններ",335290.6,0.17911020927770882,"17.9%",1.8068174837396694e-4,"0.0%"
2021,"1013","Փորձաքննության ծառայություններ",335290.6,0,"0.0%",1.8115223321821112e-4,"0.0%"
2022,"1013","Փորձաքննության ծառայություններ",735678,1.194150387753191,"119.4%",3.368427032764461e-4,"0.0%"
2023,"1013","Փորձաքննության ծառայություններ",735678,0,"0.0%",2.839388743521589e-4,"0.0%"
2024,"1013","Փորձաքննության ծառայություններ",872811.9,0.1864047857894351,"18.6%",2.8927303048776064e-4,"0.0%"
2019,"1014","Հասարակական անվտանգության ապահովում",27349319.3,NA,NA,0.016594825119036215,"1.7%"
2020,"1014","Հասարակական անվտանգության ապահովում",35811237.5,0.3094014189961942,"30.9%",0.019297997029846258,"1.9%"
2019,"1015","Սոցիալական փաթեթների ապահովում",10619496,NA,NA,0.006443622125992168,"0.6%"
2020,"1015","Սոցիալական փաթեթների ապահովում",10619496,0,"0.0%",0.0057226450849810545,"0.6%"
2021,"1015","Սոցիալական փաթեթների ապահովում",10619496,0,"0.0%",0.005737546522484854,"0.6%"
2022,"1015","Սոցիալական փաթեթների ապահովում",9949828.4,-0.06306020549374469,"-6.3%",0.0045556984107078865,"0.5%"
2023,"1015","Սոցիալական փաթեթների ապահովում",10619496,0.06730443712978995,"6.7%",0.004098651503004376,"0.4%"
2024,"1015","Սոցիալական փաթեթների ապահովում",10619496,0,"0.0%",0.0035195828450238272,"0.4%"
2019,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",272200.2,NA,NA,1.6516369810954241e-4,"0.0%"
2020,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",319103.6,0.1723121437824071,"17.2%",1.7195888092426986e-4,"0.0%"
2021,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",1685569.9000000004,4.282202707835325,"428.2%",9.106868836477875e-4,"0.1%"
2022,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",1686961.4000000004,8.255368110217098e-4,"0.1%",7.724040114003929e-4,"0.1%"
2023,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",2103488.8,0.24690985816272937,"24.7%",8.118527971264241e-4,"0.1%"
2024,"1016","Շրջակա միջավայրի վրա ազդեցության գնահատում և մոնիթորինգ",2270681,0.07948328510235014,"7.9%",7.525639535173373e-4,"0.1%"
2019,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",1992338.4000000004,NA,NA,0.0012088969002581513,"0.1%"
2020,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",205800,-0.896704294812568,"-89.7%",1.1090171873402476e-4,"0.0%"
2021,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",205800,0,"0.0%",1.1119050040862419e-4,"0.0%"
2022,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",1715126.5,7.333948007774538,"733.4%",7.85299882178167e-4,"0.1%"
2023,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",1025800,-0.4019100048888522,"-40.2%",3.959130180737287e-4,"0.0%"
2024,"1017","Որոտան-Արփա-Սևան թունելի ջրային համակարգի կառավարում",1300000,0.2673035679469682,"26.7%",4.30854505574556e-4,"0.0%"
2019,"1018","Պետական հատվածի արդիականացման ծրագիր",4174467.6,NA,NA,0.002532953710006334,"0.3%"
2020,"1018","Պետական հատվածի արդիականացման ծրագիր",6673637.800000001,0.5986799849638311,"59.9%",0.003596296901012419,"0.4%"
2021,"1018","Պետական հատվածի արդիականացման ծրագիր",3172310.2,-0.5246505286816734,"-52.5%",0.0017139492642827146,"0.2%"
2022,"1018","Պետական հատվածի արդիականացման ծրագիր",2954789,-0.06856870428371098,"-6.9%",0.0013529004732661667,"0.1%"
2023,"1018","Պետական հատվածի արդիականացման ծրագիր",748326.0999999999,-0.7467412732347387,"-74.7%",2.888204764616327e-4,"0.0%"
2024,"1018","Պետական հատվածի արդիականացման ծրագիր",3705818.7,3.9521441254020147,"395.2%",0.0012282066797980338,"0.1%"
2019,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",3770821.8999999994,NA,NA,0.0022880324478690723,"0.2%"
2020,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",4992098.100000001,0.32387533338554153,"32.4%",0.002690147032939064,"0.3%"
2021,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",1825841.2,-0.6342537419286693,"-63.4%",9.864732589634736e-4,"0.1%"
2022,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",4123195.8999999994,1.2582445286041302,"125.8%",0.0018878754741807678,"0.2%"
2023,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",6258541.100000001,0.5178859437651269,"51.8%",0.0024155175430293175,"0.2%"
2024,"1019","Սոցիալական ներդրումների և տեղական զարգացման ծրագիր",4426648.7,-0.2927027834010709,"-29.3%",0.00146710887460827,"0.1%"
2019,"1020","Հիդրոօդերևութաբանական ծառայություններ",1284797.9000000004,NA,NA,7.795805164264175e-4,"0.1%"
2020,"1020","Հիդրոօդերևութաբանական ծառայություններ",1313140.5,0.022059967563769822,"2.2%",7.076265227855035e-4,"0.1%"
2019,"1022","Գյուղատնտեսության խթանման ծրագիր",6104735.2,NA,NA,0.0037041877324538964,"0.4%"
2020,"1022","Գյուղատնտեսության խթանման ծրագիր",4049939.1,-0.33659053712927633,"-33.7%",0.002182435407959812,"0.2%"
2021,"1022","Գյուղատնտեսության խթանման ծրագիր",6625802.600000001,0.6360252429474804,"63.6%",0.003579816845008568,"0.4%"
2022,"1022","Գյուղատնտեսության խթանման ծրագիր",12916088.5,0.9493621044490519,"94.9%",0.005913851122498998,"0.6%"
2023,"1022","Գյուղատնտեսության խթանման ծրագիր",19586149.3,0.5164149192690961,"51.6%",0.007559379490939412,"0.8%"
2024,"1022","Գյուղատնտեսության խթանման ծրագիր",16444810.9,-0.16038570685254605,"-16.0%",0.0054502468227589,"0.5%"
2019,"1023","Հարկային և մաքսային ծառայություններ",15232783,NA,NA,0.009242839545232405,"0.9%"
2020,"1023","Հարկային և մաքսային ծառայություններ",28706090.2,0.8844941334751502,"88.4%",0.015469167839231994,"1.5%"
2021,"1023","Հարկային և մաքսային ծառայություններ",32505563.5,0.13235774267859024,"13.2%",0.017562244274194894,"1.8%"
2022,"1023","Հարկային և մաքսային ծառայություններ",33600475,0.033683818463876136,"3.4%",0.015384549803545363,"1.5%"
2023,"1023","Հարկային և մաքսային ծառայություններ",34715340.400000006,0.03318004879395331,"3.3%",0.013398572032775244,"1.3%"
2024,"1023","Հարկային և մաքսային ծառայություններ",37369378.5,0.07645144968821893,"7.6%",0.012385203920958418,"1.2%"
2019,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",5254230.100000001,NA,NA,0.0031881243071624154,"0.3%"
2020,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",6096621.829000001,0.16032638711426062,"16.0%",0.003285353932495013,"0.3%"
2021,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",6090276.800000001,-0.0010407450515986794,"-0.1%",0.0032904806852236857,"0.3%"
2022,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",6262035.2,0.02820206792571378,"2.8%",0.0028671794790387384,"0.3%"
2023,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",7067172.5,0.12857438105745556,"12.9%",0.002727613173837647,"0.3%"
2024,"1024","ՀՀ Ազգային ժողովի լիազորությունների իրականացման ապահովում",7262756.5,0.027675000150342965,"2.8%",0.00240707027762761,"0.2%"
2019,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",820418.9,NA,NA,4.978079351997643e-4,"0.0%"
2020,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",813593.2,-0.008319774203154107,"-0.8%",4.384299525282563e-4,"0.0%"
2021,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",785210,-0.03488623061254681,"-3.5%",4.242366026523605e-4,"0.0%"
2022,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",699973.6999999997,-0.10855223443410078,"-10.9%",3.2049488136170443e-4,"0.0%"
2023,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",778245.5999999999,0.11182120128227702,"11.2%",3.0036806814057296e-4,"0.0%"
2024,"1025","ՀՀ Գեղարքունիքի մարզում տարածքային պետական կառավարում",756946.3,-0.02736835261259407,"-2.7%",2.508720952561458e-4,"0.0%"
2019,"1026","Սննդամթերքի լաբորատոր փորձաքննություններ",171842.89999999997,NA,NA,1.0426961059495283e-4,"0.0%"
2020,"1026","Սննդամթերքի լաբորատոր փորձաքննություններ",190842.9,0.11056610427314739,"11.1%",1.028416210796191e-4,"0.0%"
2021,"1026","Սննդամթերքի լաբորատոր փորձաքննություններ",190842.89999999997,-1.1102230246251565e-16,"0.0%",1.0310941472513616e-4,"0.0%"
2022,"1026","Սննդամթերքի լաբորատոր փորձաքննություններ",70522.4,-0.6304688306455204,"-63.0%",3.2289882064629964e-5,"0.0%"
2019,"1027","Կոլեկտորադրենաժային ծառայություններ",336497.30000000005,NA,NA,2.041774343732155e-4,"0.0%"
2020,"1027","Կոլեկտորադրենաժային ծառայություններ",336497.3,-2.220446049250313e-16,"0.0%",1.8133201612905125e-4,"0.0%"
2021,"1027","Կոլեկտորադրենաժային ծառայություններ",336497.30000000005,2.220446049250313e-16,"0.0%",1.8180419423299775e-4,"0.0%"
2022,"1027","Կոլեկտորադրենաժային ծառայություններ",290823.9,-0.13573184688257534,"-13.6%",1.3315867628690655e-4,"0.0%"
2023,"1027","Կոլեկտորադրենաժային ծառայություններ",290823.9,0,"0.0%",1.1224504579544967e-4,"0.0%"
2024,"1027","Կոլեկտորադրենաժային ծառայություններ",298094.5,0.025000008596267387,"2.5%",9.879642954768806e-5,"0.0%"
2019,"1028","Տեխնիկական անվտանգության կանոնակարգում",46297.2,NA,NA,2.8091885179059777e-5,"0.0%"
2020,"1028","Տեխնիկական անվտանգության կանոնակարգում",46297.2,0,"0.0%",2.4948683443016962e-05,"0.0%"
2021,"1028","Տեխնիկական անվտանգության կանոնակարգում",46297.2,0,"0.0%",2.5013648374723786e-5,"0.0%"
2022,"1028","Տեխնիկական անվտանգության կանոնակարգում",273380.5,4.904903536282972,"490.5%",1.251719184793707e-4,"0.0%"
2023,"1028","Տեխնիկական անվտանգության կանոնակարգում",431644.5,0.5789147360546929,"57.9%",1.665955125072388e-4,"0.0%"
2019,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",670430.0999999999,NA,NA,4.0679879970679784e-4,"0.0%"
2020,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",655586.4,-0.022140563199653185,"-2.2%",3.532830832781917e-4,"0.0%"
2021,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",654065.3,-0.00232021286591666,"-0.2%",3.533811856507138e-4,"0.0%"
2022,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",587371.0999999999,-0.10196871780233596,"-10.2%",2.6893786296512836e-4,"0.0%"
2023,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",646434.5,0.10055550911510647,"10.1%",2.4949486633065094e-4,"0.0%"
2024,"1030","ՀՀ Լոռու մարզում տարածքային պետական կառավարում",643226.4,-0.004962761115008485,"-0.5%",2.1318230195730892e-4,"0.0%"
2019,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",59400,NA,NA,3.6042308814272804e-5,"0.0%"
2020,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",32112,-0.45939393939393935,"-45.9%",1.7304548066020423e-5,"0.0%"
2021,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",30412,-0.05293971101145989,"-5.3%",1.6431124870879877e-5,"0.0%"
2022,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",22095.599999999995,-0.2734578455872684,"-27.3%",1.0116846819552903e-5,"0.0%"
2023,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",23600,0.06808595376455062,"6.8%",9.10854672113472e-6,"0.0%"
2024,"1031","Հանրային հատվածի ֆինանսական ոլորտի մասնագետների վերապատրաստում",23600,0,"0.0%",7.82166640889194e-6,"0.0%"
2019,"1032","Խնամքի ծառայություններ 18 տարեկանից բարձր տարիքի անձանց",2629752.5,NA,NA,0.00159566248670212,"0.2%"
2020,"1032","Խնամքի ծառայություններ 18 տարեկանից բարձր տարիքի անձանց",3171704.8,0.20608490722986272,"20.6%",0.0017091715920163082,"0.2%"
2021,"1032","Խնամքի ծառայություններ 18 տարեկանից բարձր տարիքի անձանց",3104506.7,-0.021186744743709962,"-2.1%",0.001677316100558438,"0.2%"
2022,"1032","Խնամքի ծառայություններ 18 տարեկանից բարձր տարիքի անձանց",2975239.2,-0.04163866033853303,"-4.2%",0.0013622639456692344,"0.1%"
2023,"1032","Խնամքի ծառայություններ 18 տարեկանից բարձր տարիքի անձանց",3763380.3999999994,0.26490011290520754,"26.5%",0.0014524968730001131,"0.1%"
2024,"1032","Տարեց և (կամ) հաշմանդամություն ունեցող անձանց խնամքի տամադորւմ, կյանքի դժվարին իրավիճակում հայտնված անձանց սննդի կազմակերպում և կացարանով ապահովում",4326001.9,0.14949897172233806,"14.9%",0.0014337518536454538,"0.1%"
2019,"1033","Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին",310388.5,NA,NA,1.8833532271715343e-4,"0.0%"
2020,"1033","Աջակցություն քաղաքական կուսակցություններին՝ հասարակական կազմակերպություններին և արհմիություններին",135725.6,-0.5627234900777573,"-56.3%",7.313995294561103e-5,"0.0%"
2021,"1033","Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",192666.6,0.41953028758023536,"42.0%",1.0409473112744526e-4,"0.0%"
2022,"1033","Աջակցություն քաղաքական կուսակցություններին, հասարակական կազմակերպություններին և արհմիություններին",73813,-0.6168874106876854,"-61.7%",3.379653932419389e-5,"0.0%"
2023,"1033","Աջակցություն հասարակական և այլ կազմակերպություններին",70941,-0.03890913524717865,"-3.9%",2.7380059870509248e-5,"0.0%"
2024,"1033","Աջակցություն հասարակական և այլ կազմակերպություններին",73813,0.04048434614679808,"4.0%",2.446358739998054e-5,"0.0%"
2019,"1034","Տնտեսական մրցակցության պաշտպանություն",406166.2,NA,NA,2.4645063317036515e-4,"0.0%"
2020,"1034","Տնտեսական մրցակցության պաշտպանություն",427216.6,0.05182705995722925,"5.2%",2.3021892717058483e-4,"0.0%"
2021,"1034","Տնտեսական մրցակցության պաշտպանություն",541846.4,0.26831775731561014,"26.8%",2.927510804694439e-4,"0.0%"
2022,"1034","Տնտեսական մրցակցության պաշտպանություն",544269.5999999999,0.004472116083081623,"0.4%",2.49203107032139e-4,"0.0%"
2023,"1034","Տնտեսական մրցակցության պաշտպանություն",594829.3,0.09289458753529534,"9.3%",2.2957756229448567e-4,"0.0%"
2024,"1034","Տնտեսական մրցակցության պաշտպանություն",739012.0999999999,0.24239357408923845,"24.2%",2.4492822535316484e-4,"0.0%"
2019,"1036","Պետական պահպանության ապահովում",3118480.7,NA,NA,0.001892209502032822,"0.2%"
2020,"1036","Պետական պահպանության ապահովում",3883535.1,0.24532920790563173,"24.5%",0.002092763446812015,"0.2%"
2021,"1036","Պետական պահպանության ապահովում",3706844.6,-0.0454973356620364,"-4.5%",0.0020027497862536753,"0.2%"
2022,"1036","Պետական պահպանության ապահովում",4038083,0.08935858816417608,"8.9%",0.001848905083167719,"0.2%"
2023,"1036","Պետական պահպանության ապահովում",4464600,0.10562363378860717,"10.6%",0.0017231363428465286,"0.2%"
2024,"1036","Պետական պահպանության ապահովում",5984646.9,0.3404665367558124,"34.0%",0.001983470831644461,"0.2%"
2019,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",643170.5,NA,NA,3.90258413825425e-4,"0.0%"
2020,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",627247.3,-0.024757354387366926,"-2.5%",3.3801167950085737e-4,"0.0%"
2021,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",620523.5,-0.010719535978871542,"-1.1%",3.3525907910743883e-4,"0.0%"
2022,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",542599,-0.12557864448324685,"-12.6%",2.4843819436641627e-4,"0.0%"
2023,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",612186,0.12824756403900484,"12.8%",2.3627647385697373e-4,"0.0%"
2024,"1037","ՀՀ Կոտայքի մարզում տարածքային պետական կառավարում",602609.6999999997,-0.015642794836863816,"-1.6%",1.9972084949840876e-4,"0.0%"
2019,"1038","Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների ներկայացուցիչների մասնագիտական վերապատրաստում և հատուկ ուսուցում",48797.1,NA,NA,2.9608756690925107e-5,"0.0%"
2020,"1038","Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների ներկայացուցիչների մասնագիտական վերապատրաստում և հատուկ ուսուցում",48797.1,0,"0.0%",2.629583216344062e-5,"0.0%"
2021,"1038","Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների ներկայացուցիչների մասնագիտական վերապատրաստում և հատուկ ուսուցում",26142.5,-0.46426119584975334,"-46.4%",1.4124381229020688e-5,"0.0%"
2022,"1038","Տարածքային կառավարման և տեղական ինքնակառավարման մարմինների ներկայացուցիչների մասնագիտական վերապատրաստում և հատուկ ուսուցում",18500,-0.2923400592904275,"-29.2%",8.470540114852222e-6,"0.0%"
